accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_900107205.1	0	98.11	0.51	417	f__Halobacteriaceae (UID96)	263	0	2918778	85.2324622842	29	2242496	65.486266695	3424491	RS_GCF_900107205.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopenitus;s__Halopenitus persicus	type strain of species	LPSN; DSMZ	t	4	4	522486	615241	442956	2	1513	NZ_FNPC01000002.1	442956	2	116	NZ_FNPC01000002.1	1460	2680	0	99.795	ATCR02000015.340.3183	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halorubrum;haloarchaeon 3A1_DGR	118081	126833	f	f	t	425941	425941	Scaffold	IMG-taxon 2654587885 annotated assembly	n/a	PRJNA224116	SAMN05216564	29	425941	none	2016-10-22	GCA_900107205.1	none	full	none	none	none	0	0	Halopenitus persicus	3256	na	4	none	none	none	none	none	2016/10/22	2	1048396	2	KCTC 4046;IBRC 10041;DC30	DOE - JOINT GENOME INSTITUTE	1048396	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halopenitus;s__Halopenitus persicus	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halopenitus;s__Halopenitus persicus	115	3424491	11	58	none	3424376	0	FNPC00000000.1	3354	27	23522	2	620	1134	0	99.677	4463937	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacteriaceae;s__BC5	622	NZ_FNPC01000018.1	620	1134	0	99.677	JF979130.1.1440	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halopenitus;Halopenitus persicus	115	20	56	0
GB_GCA_001603195.1	0	99.34	1.97	227	p__Euryarchaeota (UID49)	152	66.67	2154090	87.0025130317	441	1505323	60.8242769727	2475894	RS_GCF_000235565.1	f	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix_A;s__Methanothrix_A harundinacea	not type material	none	f	76	72	37489	37489	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5611	5909	f	f	t	9832	10153	Scaffold	ASM160319v1	n/a	PRJNA284316	SAMN03837484	441	9832	Australia	2016-3-30	GCA_001603195.1	derived from metagenome	full	Methan_02	3 replicate cellulose-degrading anaerobic digesters sampled at day 96 and day 362	none	0	0	Methanosarcinales archaeon Methan_02	0	na	0	none	none	none	none	none	2016/03/30	22	1674799	0	Methan_02	University of Queensland	1674799	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;x__unclassified Methanosarcinales;s__Methanosarcinales archaeon Methan_02	906	2475894	none	0	none	2474988	0	LUYF00000000.1	2717	419	1981	1	305	564	1.04e-159	100	3637297	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta;s__	306	LUYF01000336.1	305	564	3.08e-159	100	CP003117.797321.798795	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta;Methanosaeta harundinacea 6Ac	1022	19	41	0
GB_GCA_002495105.1	0	72.76	0	188	p__Euryarchaeota (UID3)	125	0	1680440	90.3761189856	216	1056263	58.3006715603	1859385	GB_GCA_002497765.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__Poseidonia;s__Poseidonia sp002497765	not type material	none	f	40	18	41499	93024	none	0	none	none	none	0	none	none	none	none	none	none	none	none	8387	21875	f	f	t	15544	35735	Scaffold	ASM249510v1	n/a	PRJNA348753	SAMN06027088	216	15544	none	2017-10-10	GCA_002495105.1	derived from metagenome	full	UBA11	none	none	0	0	Euryarchaeota archaeon UBA11	0	na	0	none	none	none	none	none	2017/10/10	131	1915790	0	UBA11	University of Queensland	1915790	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA11	47634	1859385	none	0	none	1811751	0	DADV00000000.1	1632	85	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	47634	17	35	0
RS_GCF_000455365.1	0	99.24	0	417	f__Halobacteriaceae (UID96)	263	0	3241137	85.8226044166	55	2414977	64.3094734482	3776554	RS_GCF_000455365.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halopiger_B;s__Halopiger_B djelfimassiliensis	type strain of species	LPSN; DSMZ	f	10	2	307248	1184651	5401	1	2904	NZ_HG315689.1	1184651	2	104	NZ_HG315684.1	2904	5363	0	100	CBMA010000055.2206.5118	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halopiger sp. IIH2	68277	629425	t	f	f	107097	1082527	Scaffold	HdjelfamassiliensisIIH2	n/a	PRJNA224116	SAMEA2272053	55	107097	none	2013-8-20	GCA_000455365.1	none	full	none	none	none	0	0	Halopiger djelfimassiliensis	3671	representative genome	4	6	2	1082527	923584	388882	2013/08/20	49	1293047	1	IIH2	ebi	1293047	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger djelfimassiliensis	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halopiger;s__Halopiger djelfimassiliensis	21311	3776554	11	47	assembly from type material	3755243	0	CBMA000000000.1	3719	6	5401	1	1472	2403	0	96.196	4176865	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halopiger;s__xanaduensis	1472	NZ_HG315689.1	1461	2699	0	100	CBMA010000055.299.1759	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halobiforma;Halopiger sp. IIH2	21311	20	48	0
GB_GCA_001515185.1	0	63.87	0.8	188	p__Euryarchaeota (UID3)	125	0	710869	90.3975299505	78	396804	50.4769052677	786381	GB_GCA_001515185.1	t	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__DG-33;s__DG-33 sp001515185	not type material	none	f	22	22	36183	36183	none	0	none	none	none	0	none	none	none	none	none	none	none	none	10078	10212	f	f	t	10366	10366	Scaffold	DG-33	n/a	PRJNA270657	SAMN04385803	78	10366	USA: White Oak River Estuary; North Carolina	2016-1-14	GCA_001515185.1	derived from metagenome	full	DG-33	Methane-rich estuary sediments 52-54 cm	34.7414 N 77.1234 W	0	1	Hadesarchaea archaeon DG-33	917	na	1	none	none	none	none	none	2016/01/14	1	1775754	1	DG-33	University of Texas	1775754	d__Archaea;p__Euryarchaeota;c__Hadesarchaea;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Hadesarchaea;x__unclassified Hadesarchaea;s__Hadesarchaea archaeon DG-33	12	786381	11	23	none	786369	0	LQHI00000000.1	984	77	5922	1	301	523	1.76e-147	98.007	2649270	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__MSBL1;g__SAGMEG-1;s__	304	LQHI01000040.1	301	534	2.4e-150	98.671	FJ200144.1.921	Archaea;Euryarchaeota;Thermoplasmata;South African Goldmine Gp(SAGMEG);uncultured archaeon	271	11	22	0
GB_GCA_002505225.1	0	92.75	0	187	p__Euryarchaeota (UID3)	124	0	1935620	85.7173349961	219	1342923	60.2008123765	2258143	GB_GCA_002504525.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525	not type material	none	f	27	4	106219	509444	509444	1	943	DAUQ01000006.1	242101	1	115	DAUQ01000012.1	503	523	5.58e-147	86.083	CAJE01000012.746462.749365	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Methanomassiliicoccus;Methanomassiliicoccus luminyensis B10	10186	125452	f	f	t	25527	222123	Scaffold	ASM250522v1	n/a	PRJNA348753	SAMN06027385	219	25527	none	2017-10-10	GCA_002505225.1	derived from metagenome	full	UBA429	none	none	0	0	Methanomassiliicoccus sp. UBA429	0	na	0	none	none	none	none	none	2017/10/10	201	1915540	0	UBA429	University of Queensland	1915540	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Methanomassiliicoccus sp. UBA429	27394	2258143	none	0	none	2230749	0	DAUQ00000000.1	2370	18	23176	2	283	518	3.08e-145	99.647	824847	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__Methanomassiliicoccus;s__	1078	DAUQ01000007.1	283	518	9.13e-145	99.647	AB598075.1.1399	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Methanomassiliicoccus;uncultured archaeon	27404	18	37	0
RS_GCF_001027005.1	0	99.84	0	228	p__Euryarchaeota (UID49)	153	0	3230835	71.7776551924	1	1763470	39.1780272289	4501171	RS_GCF_000970025.1	f	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri	not type material	none	f	1	1	4501171	4501171	4501171	3	2888	NZ_CP008746.1	4501171	3	117	NZ_CP008746.1	2888	5190	0	99.1	CP000099.2197717.2200611	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina barkeri str. Fusaro	4501171	4501171	t	f	f	4501171	4501171	Complete Genome	ASM102700v1	n/a	PRJNA224116	SAMN02866457	none	none	New Zealand: Palmerston North	2015-6-3	GCA_001027005.1	none	full	none	rumen contents	none	1	0	Methanosarcina barkeri CM1	3693	na	9	none	none	none	none	none	2015/06/03	0	2208	3	CM1	PGgRc	796385	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri;x__Methanosarcina barkeri CM1	0	4501171	11	60	none	4501171	0	none	3804	1	4501171	3	1477	2660	0	99.188	130989	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	1478	NZ_CP008746.1-#3	1477	2654	0	99.12	CP000099.1141481.1142958	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina barkeri str. Fusaro	0	20	59	0
GB_GCA_001564115.1	0	74.09	0.71	395	f__Halobacteriaceae (UID85)	250	16.67	2002932	87.5483870968	192	1568995	68.5809511321	2287800	GB_GCA_001564115.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Tc-Br11-E2g1_A;s__Tc-Br11-E2g1_A sp001564115	not type material	none	f	57	57	48804	48804	14617	1	381	LKNG01000053.1	14617	1	112	LKNG01000053.1	381	641	0	97.113	CP003050.1764203.1767112	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Halovivax;Halovivax ruber XH-70	11915	11915	f	f	t	14110	14110	Contig	ASM156411v1	n/a	PRJNA286221	SAMN04125315	192	14110	Russia: Kulunda steppe	2016-2-19	GCA_001564115.1	derived from metagenome	full	Tc-Br11_E2g8	sample Tc-Br; brine of Tanatar trona crystallizer	51.65 N 79.75 E	0	0	Natrialbaceae archaeon Tc-Br11_E2g8	0	na	0	none	none	none	none	none	2016/02/19	0	1729464	0	Tc-Br11_E2g8	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	1729464	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;x__unclassified Natrialbaceae;s__Natrialbaceae archaeon Tc-Br11_E2g8	0	2287800	none	0	none	2287800	0	LKNG00000000.1	2360	192	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	33	0
GB_GCA_002499825.1	0	98.37	2.61	234	p__Euryarchaeota (UID54)	153	0	2325174	87.1877692776	145	1411813	52.9706315483	2666858	GB_GCA_002506105.1	f	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	not type material	none	f	25	24	110641	116358	none	0	none	none	none	0	none	none	none	none	none	none	none	none	18381	20998	f	f	t	30818	33529	Scaffold	ASM249982v1	n/a	PRJNA348753	SAMN06027640	145	30822	none	2017-10-10	GCA_002499825.1	derived from metagenome	full	UBA245	none	none	0	0	Methanolinea sp. UBA245	0	na	0	none	none	none	none	none	2017/10/10	18	1915518	0	UBA245	University of Queensland	1915518	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp. UBA245	1439	2666858	none	0	none	2665419	0	DANI00000000.1	2826	127	17622	1	153	278	1.81e-73	99.346	285704	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	360	DANI01000017.1	153	278	5.36e-73	99.346	EU662676.1.1435	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanolinea;uncultured archaeon	1583	15	28	0
GB_GCA_000008085.1	0	73.13	0	149	k__Archaea (UID2)	107	0	462902	94.2994795115	1	154921	31.5595302362	490885	GB_GCA_000008085.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanoarchaeaceae;g__Nanoarchaeum;s__Nanoarchaeum equitans	not type material	none	f	1	1	490885	490885	490885	1	2957	AE017199.1	490885	1	98	AE017199.1	2888	1592	0	77.424	APJZ01000002.49237.52085	Archaea;nanoarchaeote Nst1	490885	490885	f	f	t	490885	490885	Complete Genome	ASM808v1	n/a	PRJNA9599	SAMN02603208	none	none	none	2003-12-18	GCA_000008085.1	none	full	none	none	none	1	0	Nanoarchaeum equitans Kin4-M	536	na	17	none	none	none	none	none	2003/12/18	0	160232	0	none	DIVERSA	228908	d__Archaea;p__Nanoarchaeota;c__;o__Nanoarchaeales;f__Nanoarchaeaceae;g__Nanoarchaeum;s__Nanoarchaeum equitans	d__Archaea;x__DPANN group;p__Nanoarchaeota;o__Nanoarchaeales;f__Nanoarchaeaceae;g__Nanoarchaeum;s__Nanoarchaeum equitans;x__Nanoarchaeum equitans Kin4-M	0	490885	11	0	none	490885	0	none	583	1	490885	1	1497	2765	0	100	125020	k__Archaea;p__Nanoarchaeota;c__[Nanoarchaeoti];o__[Nanoarchaeotales];f__[Nanoarchaeotaceae];g__Nanoarchaeum;s__equitans Kin4-M	1498	AE017199.1	1497	2765	0	100	AJ318041.1.1500	Archaea;Nanoarchaeota;Nanoarchaeota Incertae Sedis;Unknown Order;Unknown Family;Nanoarchaeum;Nanoarchaeum equitans	0	17	38	0
GB_GCA_002496785.1	0	89.7	0	187	p__Euryarchaeota (UID3)	124	0	971942	89.1393867358	135	595006	55.5536259813	1090362	GB_GCA_001421175.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp001421175	not type material	none	f	19	8	66855	118783	17153	2	1940	DALM01000024.1	13863	1	113	DALM01000037.1	1944	2242	0	87.654	CP010070.159804.162705	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Candidatus Methanoplasma;Candidatus Methanoplasma termitum	7933	20191	f	f	t	15410	40789	Scaffold	ASM249678v1	n/a	PRJNA348753	SAMN06027098	135	15410	none	2017-10-10	GCA_002496785.1	derived from metagenome	full	UBA407	none	none	0	0	Methanomassiliicoccaceae archaeon UBA407	0	na	0	none	none	none	none	none	2017/10/10	81	1915661	0	UBA407	University of Queensland	1915661	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon UBA407	19308	1090362	none	0	none	1071054	0	DALM00000000.1	1174	54	11806	1	237	433	2.33e-120	99.578	4429307	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__vadinCA11;s__	239	DALM01000033.1	235	422	1.49e-116	99.149	JX101966.1.1467	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;uncultured archaeon	19314	17	39	0
RS_GCF_002487355.1	0	99.35	4.58	228	p__Euryarchaeota (UID49)	153	0	3301730	88.3859360105	85	1504101	40.2641568933	3735583	RS_GCF_002487355.1	t	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp002487355	not type material	none	f	18	18	192620	192620	none	0	none	none	none	0	none	none	none	none	none	none	none	none	43948	43948	f	f	t	74304	74304	Contig	ASM248735v1	n/a	PRJNA224116	SAMN07620899	85	74304	none	2017-10-6	GCA_002487355.1	none	full	BLZ2	none	none	0	0	Candidatus Methanoperedens sp. BLZ2	3883	na	0	none	none	none	none	none	2017/10/06	0	2035255	0	BLZ2	Soehngen Institute of Anaerobic Microbiology	2035255	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Candidatus Methanoperedenaceae;g__Candidatus Methanoperedens;s__Candidatus Methanoperedens sp. BLZ2	0	3735583	11	43	none	3735583	0	NTMG00000000.1	4043	85	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	44	0
RS_GCF_000404225.1	0	98.79	0.81	187	p__Euryarchaeota (UID3)	124	0	1705451	88.2898101158	1	796911	41.2554338232	1931651	RS_GCF_000404225.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	not type material	none	f	1	1	1931651	1931651	1931651	1	2895	NC_021353.1	1931651	2	115	NC_021353.1	2895	5347	0	100	CP005934.1455043.1457967	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	1931651	1931651	t	f	f	1931651	1931651	Complete Genome	ASM40422v1	n/a	PRJNA224116	SAMN03081468	none	none	France	2013-6-3	GCA_000404225.1	none	full	none	enrichment culture from feces	none	1	0	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	1831	na	4	none	none	none	none	none	2013/06/03	0	1406512	1	Issoire-Mx1	Universite d'Auvergne	1295009	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__Candidatus Methanomassiliicoccus intestinalis;x__Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	0	1931651	11	44	none	1931651	0	none	1855	1	1931651	1	1437	2455	0	97.564	4361475	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__Methanomassiliicoccus;s__	1467	NC_021353.1	1467	2710	0	100	CP005934.1478325.1479818	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmatales Incertae Sedis;Methanomassiliicoccus;Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	0	19	44	0
UBA10366	0	63.93	0.04	188	p__Euryarchaeota (UID3)	125	100	987071	94.6983302825	198	401354	38.5335229187	1042332	GB_GCA_002494975.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002494975	none	none	none	53	53	38312	38312	3504	1	413	contig_54052	3864	1	111	contig_218935	412	739	0	99.029	KP211889.1.2561	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured marine group II euryarchaeote	5260	5544	f	f	t	5912	5934	none	none	none	none	none	none	none	none	none	none	derived from metagenome	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1043	188	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	761	16	24	0
GB_GCA_001593875.1	0	60.9	0	149	k__Archaea (UID2)	107	0	661432	92.1439069411	81	443443	61.7963232384	717825	GB_GCA_001593875.1	t	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B23;f__B23;g__B23;s__B23 sp001593875	not type material	none	f	26	24	26491	26491	none	0	none	none	6042	1	102	LUCA01000049.1	none	none	none	none	none	none	8859	9571	f	f	t	9170	9896	Scaffold	ASM159387v1	n/a	PRJNA312413	SAMN04412732	81	9170	Mexico: Guaymas Basin; Gulf of California	2016-3-18	GCA_001593875.1	derived from metagenome	full	B23	marine sediment sample collected by push cores at a deep sea vent site during cruise AT15-25 on Alvin dive 4358; sediment was oily and the sediment surface was covered with a white microbial mat	27.0119 N 111.4054 W	0	0	Candidatus Bathyarchaeota archaeon B23	747	na	0	none	none	none	none	none	2016/03/18	6	1779367	0	B23	Shanghai Jiao Tong University	1779367	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon B23	210	717825	11	0	none	717615	0	LUCA00000000.1	872	75	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	237	15	26	0
RS_GCF_000189835.1	0	99.73	0	188	p__Euryarchaeota (UID3)	125	0	1602216	89.4095246811	66	559988	31.249382672	1791997	RS_GCF_000016525.1	f	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	not type material	none	f	8	8	218295	218295	5278	3	2978	NZ_AELM01000014.1	none	0	none	none	2979	5494	0	99.966	AELL01000052.325.3316	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii TS145B	27151	27151	f	f	t	73601	73601	Contig	ASM18983v2	n/a	PRJNA224116	SAMN02436679	66	73601	none	2011-2-17	GCA_000189835.2	none	full	none	none	none	0	0	Methanobrevibacter smithii TS146A	1735	na	6	none	none	none	none	none	2011/02/17	0	2173	2	TS146A	Washington University in St.Louis	911118	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii;x__Methanobrevibacter smithii TS146A	0	1791997	11	33	none	1791997	0	AELM00000000.1	1858	66	4429	2	1474	2645	0	99.05	2941399	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__	1512	NZ_AELM01000007.1	1496	2763	0	100	AELM01000007.2778.4273	Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;Methanobrevibacter smithii TS146A	0	20	34	0
